fecha,grano,sector,campaña,compras_semanales,total_comprado_acumulado,precio_hecho,a_fijar,fijado,saldo_a_fijar
14/10/2020,trigo,Exportador,19/20,11100,15468300,12457100,3011200,2039500,971700
14/10/2020,trigo,Exportador,20/21,63400,5254100,3918800,1335300,171900,1163400
14/10/2020,trigo,Industria,19/20,39300,4571100,3753600,817500,764600,52900
14/10/2020,trigo,Industria,20/21,18600,156400,145500,10900,900,10000
21/10/2020,cebada cervecera,Exportador,19/20,0,1362400,1332100,30300,23300,7000
21/10/2020,cebada cervecera,Exportador,20/21,6900,210700,189300,21400,9400,12000
21/10/2020,cebada cervecera,Industria,19/20,2800,978200,604000,374200,220800,153400
21/10/2020,cebada cervecera,Industria,20/21,49800,306200,31900,274300,30700,243600
21/10/2020,cebada forrajera,Exportador,19/20,3100,1336300,1279200,57100,34500,22600
21/10/2020,cebada forrajera,Exportador,20/21,5300,176600,161000,15600,7000,8600
21/10/2020,girasol,Exportador,19/20,1200,193400,184100,9300,9100,200
21/10/2020,girasol,Exportador,20/21,0,6100,6000,100,0,100
21/10/2020,girasol,Industria,19/20,12200,2081000,1636500,444500,261899.99999999997,182600
21/10/2020,girasol,Industria,20/21,16500,554500,501800,52700,6700,46000
21/10/2020,maíz,Exportador,19/20,307000,35543500,27441900,8101600,4720600,3381000
21/10/2020,maíz,Exportador,20/21,354200,8896300,6229700,2666600,195800,2470800
21/10/2020,maíz,Industria,19/20,527300,3339700,2617200,722500,373800,348700
21/10/2020,maíz,Industria,20/21,87800,96100,96100,0,0,0
21/10/2020,soja,Exportador,19/20,62900,7950700,6175600,1775100,514200.00000000006,1260900
21/10/2020,soja,Exportador,20/21,30000,714200,357100,357100,18900,338200
21/10/2020,soja,Industria,19/20,288700,25944500,13388300,12556200,6396200,6160000
21/10/2020,soja,Industria,20/21,94500,2526700,755000,1771700,131500,1640200
21/10/2020,sorgo,Exportador,19/20,2200,683900,673600,10300,4900,5400
21/10/2020,sorgo,Exportador,20/21,33900,1032599.9999999999,1032599.9999999999,0,0,0
21/10/2020,sorgo,Industria,19/20,2400,12800,12600,200,0,200
21/10/2020,sorgo,Industria,20/21,0,0,0,0,0,0
21/10/2020,trigo,Exportador,19/20,26200,15494500,12481400,3013100,2042300,970800
21/10/2020,trigo,Exportador,20/21,98000,5352100,3990500,1361600,178500,1183100
21/10/2020,trigo,Industria,19/20,56500,4627600,3801400,826200,770300,55900
21/10/2020,trigo,Industria,20/21,18100,174500,158400,16100.000000000002,2200,13900
28/10/2020,cebada cervecera,Exportador,19/20,8700,1371100,1340800,30300,23300,7000
28/10/2020,cebada cervecera,Exportador,20/21,5000,215700,194300,21400,9400,12000
28/10/2020,cebada cervecera,Industria,19/20,10700,988900,614300,374600,222900,151700
28/10/2020,cebada cervecera,Industria,20/21,14300,320500,34800,285700,38600,247100
28/10/2020,cebada forrajera,Exportador,19/20,8500,1344800,1287300,57500,35600,21900
28/10/2020,cebada forrajera,Exportador,20/21,60400,237000,221400,15600,7700,7900
28/10/2020,girasol,Exportador,19/20,0,193300,184000,9300,9300,0
28/10/2020,girasol,Exportador,20/21,0,6100,6000,100,0,100
28/10/2020,girasol,Industria,19/20,12900,2093900,1649400,444500,295300,149200
28/10/2020,girasol,Industria,20/21,20200,574700,521500,53200,7000,46200
28/10/2020,maíz,Exportador,19/20,232800,35776300,27667100,8109200,4861800,3247400
28/10/2020,maíz,Exportador,20/21,250200,9146500,6459000,2687500,216300,2471200
28/10/2020,maíz,Industria,19/20,452400,3792100,2980300,811800,439300,372500
28/10/2020,maíz,Industria,20/21,19300,115400,115100,300,100,200
28/10/2020,soja,Exportador,19/20,65500,8016200,6235800,1780400,530500,1249900
28/10/2020,soja,Exportador,20/21,28400,742600,383600,359000,21400,337600
28/10/2020,soja,Industria,19/20,392700,26337200,13755700,12581500,6808900,5772600
28/10/2020,soja,Industria,20/21,207300,2734000,924300,1809700,135400,1674300
28/10/2020,sorgo,Exportador,19/20,5000,688900,678600,10300,4900,5400
28/10/2020,sorgo,Exportador,20/21,66200,1098800,1098700,100,0,100
28/10/2020,sorgo,Industria,19/20,900,13700,13500,200,100,100
28/10/2020,sorgo,Industria,20/21,0,0,0,0,0,0
28/10/2020,trigo,Exportador,19/20,17300,15511800,12497200,3014600,2051300.0000000002,963300
28/10/2020,trigo,Exportador,20/21,90200,5442300,4066500,1375800,186000,1189800
28/10/2020,trigo,Industria,19/20,55300,4682900,3851700,831200,778800,52400
28/10/2020,trigo,Industria,20/21,28500,203000,176100,26900,2900,24000
04/11/2020,cebada cervecera,Exportador,19/20,300,1371400,1341100,30300,23400,6900
04/11/2020,cebada cervecera,Exportador,20/21,7900,223600,202200,21400,9400,12000
04/11/2020,cebada cervecera,Industria,19/20,10700,988900,614300,374600,222900,151700
04/11/2020,cebada cervecera,Industria,20/21,14300,320500,34800,285700,38600,247100
04/11/2020,cebada forrajera,Exportador,19/20,6300,1351100,1293600,57500,35600,21900
04/11/2020,cebada forrajera,Exportador,20/21,42400,279400,263500,15900,8700,7200
04/11/2020,girasol,Exportador,19/20,0,193000,183700,9300,9300,0
04/11/2020,girasol,Exportador,20/21,2300,8400,8300,100,0,100
04/11/2020,girasol,Industria,19/20,7800,2101700,1657200,444500,297600,146900
04/11/2020,girasol,Industria,20/21,12200,586900,533600,53300,7000,46300
04/11/2020,maíz,Exportador,19/20,200400,35976700,27827600,8149100,4989600,3159500
04/11/2020,maíz,Exportador,20/21,212000,9358500,6644900,2713600,219800,2493800
04/11/2020,maíz,Industria,19/20,452400,3792100,2980300,811800,439300,372500
04/11/2020,maíz,Industria,20/21,19300,115400,115100,300,100,200
04/11/2020,soja,Exportador,19/20,78400,7847400,6231400,1616000,384500,1231500
04/11/2020,soja,Exportador,20/21,62700,805300,423600,381700,23400,358300
04/11/2020,soja,Industria,19/20,338000,26922400,14131100,12791300,7242900,5548400
04/11/2020,soja,Industria,20/21,129800.00000000001,2863800,1008900,1854900,147900,1707000
04/11/2020,sorgo,Exportador,19/20,500,689400,679100,10300,4900,5400
04/11/2020,sorgo,Exportador,20/21,34300,1133100,1132900,200,0,200
04/11/2020,sorgo,Industria,19/20,900,13700,13500,200,100,100
04/11/2020,sorgo,Industria,20/21,0,0,0,0,0,0
04/11/2020,trigo,Exportador,19/20,15200,15527000,12511900,3015100,2055699.9999999998,959400
04/11/2020,trigo,Exportador,20/21,93800,5536100,4132700,1403400,195400,1208000
04/11/2020,trigo,Industria,19/20,55900,4738800,3900500,838300,797400,40900
04/11/2020,trigo,Industria,20/21,78100,281100,230300,50800,12500,38300
11/11/2020,cebada cervecera,Exportador,19/20,200,1371600,1341300,30300,23600,6700
11/11/2020,cebada cervecera,Exportador,20/21,10200,233800,212400,21400,9600,11800
11/11/2020,cebada cervecera,Industria,19/20,10700,988900,614300,374600,222900,151700
11/11/2020,cebada cervecera,Industria,20/21,14300,320500,34800,285700,38600,247100
11/11/2020,cebada forrajera,Exportador,19/20,5300,1356400,1298900,57500,35600,21900
11/11/2020,cebada forrajera,Exportador,20/21,8400,287800,271900,15900,8900,7000
11/11/2020,girasol,Exportador,19/20,200,193200,183900,9300,9300,0
11/11/2020,girasol,Exportador,20/21,17200,25600,25500,100,0,100
11/11/2020,girasol,Industria,19/20,5300,2107000,1662000,445000,299000,146000
11/11/2020,girasol,Industria,20/21,7600,594500,541200,53300,7000,46300
11/11/2020,maíz,Exportador,19/20,194500,36171200,27986300,8184900,5110900,3074000
11/11/2020,maíz,Exportador,20/21,346400,9704900,6884600,2820300,226500,2593800
11/11/2020,maíz,Industria,19/20,452400,3792100,2980300,811800,439300,372500
11/11/2020,maíz,Industria,20/21,19300,115400,115100,300,100,200
11/11/2020,soja,Exportador,19/20,58900,7906300,6288100,1618200,392800,1225400
11/11/2020,soja,Exportador,20/21,111200,916500,463900,452600,30100,422500
11/11/2020,soja,Industria,19/20,290300,27212700,14391900,12820800,7574800,5246000
11/11/2020,soja,Industria,20/21,121700,2985500,1083700,1901800,157300,1744500
11/11/2020,sorgo,Exportador,19/20,10500,699900,689600,10300,4900,5400
11/11/2020,sorgo,Exportador,20/21,104400,1237500,1237300,200,100,100
11/11/2020,sorgo,Industria,19/20,900,13700,13500,200,100,100
11/11/2020,sorgo,Industria,20/21,0,0,0,0,0,0
11/11/2020,trigo,Exportador,19/20,4100,15531100,12515900,3015200,2058100,957100
11/11/2020,trigo,Exportador,20/21,116600,5652700,4215100,1437600,204700,1232900
11/11/2020,trigo,Industria,19/20,47500,4786300,3940500,845800,805900,39900
11/11/2020,trigo,Industria,20/21,53100,334200,260000,74200,17900,56300
18/11/2020,cebada cervecera,Exportador,19/20,0,1371600,1341300,30300,23600,6700
18/11/2020,cebada cervecera,Exportador,20/21,14100,247900,226500,21400,10300,11100
18/11/2020,cebada cervecera,Industria,19/20,10700,988900,614300,374600,222900,151700
18/11/2020,cebada cervecera,Industria,20/21,14300,320500,34800,285700,38600,247100
18/11/2020,cebada forrajera,Exportador,19/20,1000,1357400,1299900,57500,35700,21800
18/11/2020,cebada forrajera,Exportador,20/21,41800,329600,313700,15900,9900,6000
18/11/2020,girasol,Exportador,19/20,200,193400,184100,9300,9300,0
18/11/2020,girasol,Exportador,20/21,2000,27600,27500,100,0,100
18/11/2020,girasol,Industria,19/20,6900,2113900,1668500,445400,300500,144900
18/11/2020,girasol,Industria,20/21,50300,644800,591500,53300,7100,46200
18/11/2020,maíz,Exportador,19/20,185000,36356200,28167400,8188800,5222400,2966400
18/11/2020,maíz,Exportador,20/21,473300,10178200,7065900,3112300,236300,2876000
18/11/2020,maíz,Industria,19/20,452400,3792100,2980300,811800,439300,372500
18/11/2020,maíz,Industria,20/21,19300,115400,115100,300,100,200
18/11/2020,soja,Exportador,19/20,46100,7952400,6332700,1619700,416500,1203200
18/11/2020,soja,Exportador,20/21,243000,1159500,510600,648900,34000,614900
18/11/2020,soja,Industria,19/20,377300,27590000,14720200,12869800,7818000,5051800
18/11/2020,soja,Industria,20/21,127200,3112700,1171000,1941700,164700,1777000
18/11/2020,sorgo,Exportador,19/20,4800,704700,694400,10300,4900,5400
18/11/2020,sorgo,Exportador,20/21,32500,1270000,1269800,200,100,100
18/11/2020,sorgo,Industria,19/20,900,13700,13500,200,100,100
18/11/2020,sorgo,Industria,20/21,0,0,0,0,0,0
18/11/2020,trigo,Exportador,19/20,7200,15538300,12522100,3016200,2059100,957100
18/11/2020,trigo,Exportador,20/21,105600,5758300,4299300,1459000,212100,1246900
18/11/2020,trigo,Industria,19/20,42900,4829200,3977800,851400,813400,38000
18/11/2020,trigo,Industria,20/21,74300,408500,295000,113500,25900,87600
25/11/2020,cebada cervecera,Exportador,19/20,500,1372100,1341800,30300,23600,6700
25/11/2020,cebada cervecera,Exportador,20/21,4000,251900,230500,21400,10300,11100
25/11/2020,cebada cervecera,Industria,19/20,8900,997800,620500,377300,226700,150600
25/11/2020,cebada cervecera,Industria,20/21,25000,345500,51400,294100,51900,242200
25/11/2020,cebada forrajera,Exportador,19/20,400,1357800,1300300,57500,35700,21800
25/11/2020,cebada forrajera,Exportador,20/21,31200,360800,344900,15900,9900,6000
25/11/2020,girasol,Exportador,19/20,300,193700,184400,9300,9300,0
25/11/2020,girasol,Exportador,20/21,0,27600,27500,100,0,100
25/11/2020,girasol,Industria,19/20,3900,2117800,1672400,445400,301500,143900
25/11/2020,girasol,Industria,20/21,23500,668300,615000,53300,7100,46200
25/11/2020,maíz,Exportador,19/20,160900,36517100,28326500,8190600,5330600,2860000
25/11/2020,maíz,Exportador,20/21,52600,10230800,7098700,3132100,243600,2888500
25/11/2020,maíz,Industria,19/20,431300,4223400,3336600,886800,502400,384400
25/11/2020,maíz,Industria,20/21,6200,121600,121300,300,100,200
25/11/2020,soja,Exportador,19/20,83600,8036000,6404600,1631400,428800,1202600
25/11/2020,soja,Exportador,20/21,66600,1226100,517200.00000000006,708900,37600,671300
25/11/2020,soja,Industria,19/20,239500,27829500,14893100,12936400,7961000,4975400
25/11/2020,soja,Industria,20/21,57800,3170500,1204300,1966200,174300,1791900
25/11/2020,sorgo,Exportador,19/20,200,704900,694600,10300,4900,5400
25/11/2020,sorgo,Exportador,20/21,7000,1277000,1276800,200,100,100
25/11/2020,sorgo,Industria,19/20,1100,14800,14600,200,100,100
25/11/2020,sorgo,Industria,20/21,0,0,0,0,0,0
25/11/2020,trigo,Exportador,19/20,2300,15540600,12524400,3016200,2059500,956700
25/11/2020,trigo,Exportador,20/21,100300,5858600,4386400,1472200,229800,1242400
25/11/2020,trigo,Industria,19/20,32600,4861800,4008300,853500,818300,35200
25/11/2020,trigo,Industria,20/21,117300,525800,351600,174200,42800,131400
02/12/2020,cebada cervecera,Exportador,19/20,2500,1372100,1341800,30300,23600,6700
02/12/2020,cebada cervecera,Exportador,20/21,10700,262600,241200,21400,10500,10900
02/12/2020,cebada cervecera,Industria,19/20,8900,997800,620500,377300,226700,150600
02/12/2020,cebada cervecera,Industria,20/21,25000,345500,51400,294100,51900,242200
02/12/2020,cebada forrajera,Exportador,19/20,1000,1358800,1301300,57500,35700,21800
02/12/2020,cebada forrajera,Exportador,20/21,55900,416700,398700,18000,12700,5300
02/12/2020,girasol,Exportador,19/20,300,193700,184400,9300,9300,0
02/12/2020,girasol,Exportador,20/21,400,28000,27900,100,0,100
02/12/2020,girasol,Industria,19/20,6400,2124200,1678700,445500,303400,142100
02/12/2020,girasol,Industria,20/21,19800,688100,634400,53700,7800,45900
02/12/2020,maíz,Exportador,19/20,171100,36688200,28491100,8197100,5486800,2710300
02/12/2020,maíz,Exportador,20/21,85600,10316400,7161600,3154800,253300,2901500
02/12/2020,maíz,Industria,19/20,431300,4223400,3336600,886800,502400,384400
02/12/2020,maíz,Industria,20/21,6200,121600,121300,300,100,200
02/12/2020,soja,Exportador,19/20,144100,8180100,6451600,1728500,465500,1263000
02/12/2020,soja,Exportador,20/21,86300,1312400,552900,759500,41500,718000
02/12/2020,soja,Industria,19/20,325200,28154700,15169500,12985200,8286400,4698800
02/12/2020,soja,Industria,20/21,72100,3242600,1243700,1998900,176700,1822200
02/12/2020,sorgo,Exportador,19/20,1700,706600,696300,10300,4900,5400
02/12/2020,sorgo,Exportador,20/21,21200,1298200,1298000,200,100,100
02/12/2020,sorgo,Industria,19/20,1100,14800,14600,200,100,100
02/12/2020,sorgo,Industria,20/21,0,0,0,0,0,0
02/12/2020,trigo,Exportador,19/20,7900,15548500,12531500,3017000,2063699.9999999998,953300
02/12/2020,trigo,Exportador,20/21,108700,5967300,4474300,1493000,246600,1246400
02/12/2020,trigo,Industria,19/20,19200,4892900,4033000,859900,831100,28800
02/12/2020,trigo,Industria,20/21,52800,601700,380600,221100,64000,157100
09/12/2020,cebada cervecera,Exportador,19/20,400,1375000,1344700,30300,23600,6700
09/12/2020,cebada cervecera,Exportador,20/21,14200,276800,254400,22400,10500,11900
09/12/2020,cebada cervecera,Industria,19/20,8900,997800,620500,377300,226700,150600
09/12/2020,cebada cervecera,Industria,20/21,25000,345500,51400,294100,51900,242200
09/12/2020,cebada forrajera,Exportador,19/20,100,1358900,1301400,57500,35800,21700
09/12/2020,cebada forrajera,Exportador,20/21,54400,471100,449100,22000,13100,8900
09/12/2020,girasol,Exportador,19/20,0,193700,184400,9300,9300,0
09/12/2020,girasol,Exportador,20/21,0,28000,27900,100,0,100
09/12/2020,girasol,Industria,19/20,1800,2126000,1680500,445500,307200,138300
09/12/2020,girasol,Industria,20/21,13200,701300,645100,56200,7800,48400
09/12/2020,maíz,Exportador,19/20,151100,36839300,28627800,8211500,5649100,2562400
09/12/2020,maíz,Exportador,20/21,76900,10393300,7216300,3177000,257899.99999999997,2919100
09/12/2020,maíz,Industria,19/20,431300,4223400,3336600,886800,502400,384400
09/12/2020,maíz,Industria,20/21,6200,121600,121300,300,100,200
09/12/2020,soja,Exportador,19/20,101400,7992500,6462700,1529800,239600,1290200
09/12/2020,soja,Exportador,20/21,88200,1400600,561500,839100,41500,797600
09/12/2020,soja,Industria,19/20,153200,28596900,15337400,13259500,8798400,4461100
09/12/2020,soja,Industria,20/21,53000,3295600,1274000,2021600,182700,1838900
09/12/2020,sorgo,Exportador,19/20,1600,708200,697900,10300,5000,5300
09/12/2020,sorgo,Exportador,20/21,18600,1316800,1316600,200,100,100
09/12/2020,sorgo,Industria,19/20,1100,14800,14600,200,100,100
09/12/2020,sorgo,Industria,20/21,0,0,0,0,0,0
09/12/2020,trigo,Exportador,19/20,2100,15550600,12533600,3017000,2067800.0000000002,949200
09/12/2020,trigo,Exportador,20/21,178300,6145600,4627200,1518400,258300,1260100
09/12/2020,trigo,Industria,19/20,11900,4904800,4041700,863100,834200,28900
09/12/2020,trigo,Industria,20/21,87400,689100,420400,268700,73200,195500
16/12/2020,cebada cervecera,Exportador,19/20,0,1375000,1344700,30300,23600,6700
16/12/2020,cebada cervecera,Exportador,20/21,14800,291600,264100,27500,10500,17000
16/12/2020,cebada cervecera,Industria,19/20,8900,997800,620500,377300,226700,150600
16/12/2020,cebada cervecera,Industria,20/21,25000,345500,51400,294100,51900,242200
16/12/2020,cebada forrajera,Exportador,19/20,100,1359000,1301400,57600,35800,21800
16/12/2020,cebada forrajera,Exportador,20/21,47700,518799.99999999994,488400,30400,13200,17200
16/12/2020,girasol,Exportador,19/20,300,194000,184700,9300,9300,0
16/12/2020,girasol,Exportador,20/21,6300,34300,34200,100,0,100
16/12/2020,girasol,Industria,19/20,2400,2128400,1682900,445500,335700,109800
16/12/2020,girasol,Industria,20/21,14900,716200,656000,60200,8000,52200
16/12/2020,maíz,Exportador,19/20,218100,37057400,28826500,8230900,5968200,2262700
16/12/2020,maíz,Exportador,20/21,251500,10644800,7412700,3232100,270700,2961400
16/12/2020,maíz,Industria,19/20,431300,4223400,3336600,886800,502400,384400
16/12/2020,maíz,Industria,20/21,6200,121600,121300,300,100,200
16/12/2020,soja,Exportador,19/20,77700,8070200,6535400,1534800,346900,1187900
16/12/2020,soja,Exportador,20/21,50200,1450800,580900,869900,42800,827100
16/12/2020,soja,Industria,19/20,331300,28928200,15649900,13278300,9209700,4068600
16/12/2020,soja,Industria,20/21,89800,3385400,1326000,2059400,188900,1870500
16/12/2020,sorgo,Exportador,19/20,200,708400,698100,10300,5300,5000
16/12/2020,sorgo,Exportador,20/21,9900,1326700,1323900,2800,100,2700
16/12/2020,sorgo,Industria,19/20,1100,14800,14600,200,100,100
16/12/2020,sorgo,Industria,20/21,0,0,0,0,0,0
16/12/2020,trigo,Exportador,19/20,15100,15565700,12547100,3018600,2074000,944600
16/12/2020,trigo,Exportador,20/21,257500,6403100,4819400,1583700,288700,1295000
16/12/2020,trigo,Industria,19/20,33300,4938100,4066000,872100,837700,34400
16/12/2020,trigo,Industria,20/21,90200,779300,468900,310400,86700,223700
23/12/2020,cebada cervecera,Exportador,19/20,42900,1417900,1387600,30300,23600,6700
23/12/2020,cebada cervecera,Exportador,20/21,5200,296800,269300,27500,10800,16700
23/12/2020,cebada cervecera,Industria,19/20,8900,997800,620500,377300,226700,150600
23/12/2020,cebada cervecera,Industria,20/21,25000,345500,51400,294100,51900,242200
23/12/2020,cebada forrajera,Exportador,19/20,0,1359000,1301400,57600,35800,21800
23/12/2020,cebada forrajera,Exportador,20/21,25000,543800,513200.00000000006,30600,13200,17400
23/12/2020,girasol,Exportador,19/20,1000,195000,185700,9300,9300,0
23/12/2020,girasol,Exportador,20/21,2200,36500,36400,100,0,100
23/12/2020,girasol,Industria,19/20,1800,2130200,1684600,445600,339700,105900
23/12/2020,girasol,Industria,20/21,29300,745500,680200,65300,8400,56900
23/12/2020,maíz,Exportador,19/20,237200,37294600,29042900,8251700.000000001,6245700,2006000
23/12/2020,maíz,Exportador,20/21,424900,11069700,7535800,3533900,280100,3253800
23/12/2020,maíz,Industria,19/20,431300,4223400,3336600,886800,502400,384400
23/12/2020,maíz,Industria,20/21,6200,121600,121300,300,100,200
23/12/2020,soja,Exportador,19/20,51700,8121900,6587100,1534800,355900,1178900
23/12/2020,soja,Exportador,20/21,18800,1469600,599500,870100,42800,827300
23/12/2020,soja,Industria,19/20,286400,29214600,15903700,13310900,9616500,3694400
23/12/2020,soja,Industria,20/21,81000,3466400,1376300,2090100,202100,1888000
23/12/2020,sorgo,Exportador,19/20,200,708600,698300,10300,5300,5000
23/12/2020,sorgo,Exportador,20/21,8500,1335200,1332400,2800,100,2700
23/12/2020,sorgo,Industria,19/20,1100,14800,14600,200,100,100
23/12/2020,sorgo,Industria,20/21,0,0,0,0,0,0
23/12/2020,trigo,Exportador,19/20,4300,15570000,12551400,3018600,2076100,942500
23/12/2020,trigo,Exportador,20/21,182200,6585300,4978300,1607000,340200,1266800
23/12/2020,trigo,Industria,19/20,22100,4960200,4087600,872600,842200,30400
23/12/2020,trigo,Industria,20/21,86700,866000,518900,347100,104600,242500
30/12/2020,cebada cervecera,Exportador,19/20,43000,1460900,1430600,30300,23600,6700
30/12/2020,cebada cervecera,Exportador,20/21,5400,298700,270300,28400,14600,13800
30/12/2020,cebada cervecera,Industria,19/20,3600,1001400,622800,378600,228800,149800
30/12/2020,cebada cervecera,Industria,20/21,99800,445300,81000,364300,83900,280400
30/12/2020,cebada forrajera,Exportador,19/20,0,1359000,1301400,57600,35800,21800
30/12/2020,cebada forrajera,Exportador,20/21,40300,584100,553200,30900,13200,17700
30/12/2020,girasol,Exportador,19/20,200,195100,185800,9300,9300,0
30/12/2020,girasol,Exportador,20/21,800,37300,37200,100,0,100
30/12/2020,girasol,Industria,19/20,3100,2133300,1687700,445600,346800,98800
30/12/2020,girasol,Industria,20/21,13200,758700,693300,65400.00000000001,9900,55500
30/12/2020,maíz,Exportador,19/20,402800,37697400,29187700,8509700,6383600,2126100
30/12/2020,maíz,Exportador,20/21,103800,11173500,7627800,3545700,287600,3258100
30/12/2020,maíz,Industria,19/20,457100,4704700,3759400,945300,567500,377800
30/12/2020,maíz,Industria,20/21,6200,127800,127500,300,100,200
30/12/2020,soja,Exportador,19/20,131700,8253600,6639300,1614300,469900,1144400
30/12/2020,soja,Exportador,20/21,465500,1935100,646000,1289100,49500,1239600
30/12/2020,soja,Industria,19/20,167300,29381900,16062100,13319800,10008500,3311300
30/12/2020,soja,Industria,20/21,136900,3603300,1459600,2143700,213000,1930700
30/12/2020,sorgo,Exportador,19/20,200,708800,698500,10300,5300,5000
30/12/2020,sorgo,Exportador,20/21,3000,1338200,1335400,2800,100,2700
30/12/2020,sorgo,Industria,19/20,600,15400,15200,200,100,100
30/12/2020,sorgo,Industria,20/21,0,0,0,0,0,0
30/12/2020,trigo,Exportador,19/20,2500,15572500,12553900,3018600,2080500,938100
30/12/2020,trigo,Exportador,20/21,205900,6791200,5168800,1622400,362400,1260000
30/12/2020,trigo,Industria,19/20,7300,4967500,4093800,873700,846100,27600
30/12/2020,trigo,Industria,20/21,60400,926400,555100,371300,111700,259600.00000000003
06/01/2021,cebada cervecera,Exportador,19/20,4600,1465500,1435200,30300,23600,6700
06/01/2021,cebada cervecera,Exportador,20/21,32400,331100,301800,29300,14900,14400
06/01/2021,cebada cervecera,Industria,19/20,3600,1001400,622800,378600,228800,149800
06/01/2021,cebada cervecera,Industria,20/21,99800,445300,81000,364300,83900,280400
06/01/2021,cebada forrajera,Exportador,19/20,0,1359000,1301400,57600,35800,21800
06/01/2021,cebada forrajera,Exportador,20/21,50800,634900,602900,32000,13200,18800
06/01/2021,girasol,Exportador,19/20,100,195200,185900,9300,9300,0
06/01/2021,girasol,Exportador,20/21,1100,38400,38300,100,0,100
06/01/2021,girasol,Industria,19/20,1500,2134800,1689200,445600,348300,97300
06/01/2021,girasol,Industria,20/21,16400,775100,708900,66200,10000,56200
06/01/2021,maíz,Exportador,19/20,163100,37860500,29350400,8510100,6475300,2034800
06/01/2021,maíz,Exportador,20/21,800600,11974100,8365000,3609100,327900,3281200
06/01/2021,maíz,Industria,19/20,457100,4704700,3759400,945300,567500,377800
06/01/2021,maíz,Industria,20/21,6200,127800,127500,300,100,200
06/01/2021,soja,Exportador,19/20,74400,8328000,6691300,1636700,495400,1141300
06/01/2021,soja,Exportador,20/21,57200,1992300,689000,1303300,59000,1244300
06/01/2021,soja,Industria,19/20,336800,29718700,16262500,13456200,10205900,3250300
06/01/2021,soja,Industria,20/21,66700,3670000,1520300,2149700,221700,1928000
06/01/2021,sorgo,Exportador,19/20,100,708900,698600,10300,5300,5000
06/01/2021,sorgo,Exportador,20/21,20600,1358800,1356000,2800,100,2700
06/01/2021,sorgo,Industria,19/20,600,15400,15200,200,100,100
06/01/2021,sorgo,Industria,20/21,0,0,0,0,0,0
06/01/2021,trigo,Exportador,19/20,300,15572800,12554200,3018600,2085900,932700
06/01/2021,trigo,Exportador,20/21,444800,7236000,5440200,1795800,410600,1385200
06/01/2021,trigo,Industria,19/20,9200,4976700,4102300,874400,854900,19500
06/01/2021,trigo,Industria,20/21,41700,992900,601300,391600,129699.99999999999,261899.99999999997
13/01/2021,cebada cervecera,Exportador,19/20,0,1379600,1349300,30300,23600,6700
13/01/2021,cebada cervecera,Exportador,20/21,125800,542800,513500,29300,17500,11800
13/01/2021,cebada cervecera,Industria,19/20,3600,1001400,622800,378600,228800,149800
13/01/2021,cebada cervecera,Industria,20/21,99800,445300,81000,364300,83900,280400
13/01/2021,cebada forrajera,Exportador,19/20,200,1359200,1301600,57600,35800,21800
13/01/2021,cebada forrajera,Exportador,20/21,59400,694300,662200,32100,13300,18800
13/01/2021,girasol,Exportador,19/20,100,195000,185700,9300,9300,0
13/01/2021,girasol,Exportador,20/21,1300,39700,39600,100,0,100
13/01/2021,girasol,Industria,19/20,3400,2138200,1692600,445600,350300,95300
13/01/2021,girasol,Industria,20/21,68300,843400,765000,78400,10600,67800
13/01/2021,maíz,Exportador,19/20,155700,38070800,29535500,8535300,6487900,2047400
13/01/2021,maíz,Exportador,20/21,1068800,13079200,9039800,4039400,379300,3660100
13/01/2021,maíz,Industria,19/20,457100,4704700,3759400,945300,567500,377800
13/01/2021,maíz,Industria,20/21,6200,127800,127500,300,100,200
13/01/2021,soja,Exportador,19/20,46800,8356100,6716900,1639200,516100,1123100
13/01/2021,soja,Exportador,20/21,24500,2016800,709700,1307100,64700,1242400
13/01/2021,soja,Industria,19/20,474200,30251400,16672599.999999998,13578800,10331500,3247300
13/01/2021,soja,Industria,20/21,293300,3983100,1678200,2304900,232800,2072100
13/01/2021,sorgo,Exportador,19/20,100,709000,698700,10300,5300,5000
13/01/2021,sorgo,Exportador,20/21,12500,1371300,1368200,3100,100,3000
13/01/2021,sorgo,Industria,19/20,600,15400,15200,200,100,100
13/01/2021,sorgo,Industria,20/21,0,0,0,0,0,0
13/01/2021,trigo,Exportador,19/20,1300,15574100,12555400,3018700,2086199.9999999998,932500
13/01/2021,trigo,Exportador,20/21,396000,7632000,5671900,1960100,444600,1515500
13/01/2021,trigo,Industria,19/20,6000,4980500,4104200,876300,856300,20000
13/01/2021,trigo,Industria,20/21,66600,1059500,632000,427500,144900,282600
20/01/2021,cebada cervecera,Exportador,19/20,2800,1382400,1352000,30400,23600,6800
20/01/2021,cebada cervecera,Exportador,20/21,33700,576500,547200,29300,17600,11700
20/01/2021,cebada cervecera,Industria,19/20,3600,1001400,622800,378600,228800,149800
20/01/2021,cebada cervecera,Industria,20/21,99800,445300,81000,364300,83900,280400
20/01/2021,cebada forrajera,Exportador,19/20,200,1359400,1301800,57600,35800,21800
20/01/2021,cebada forrajera,Exportador,20/21,56500,750800,717800,33000,14100,18900
20/01/2021,girasol,Exportador,19/20,800,195800,186500,9300,9300,0
20/01/2021,girasol,Exportador,20/21,1500,41200,41100,100,0,100
20/01/2021,girasol,Industria,19/20,2400,2140600,1695000,445600,353300,92300
