fecha,grano,sector,campaña,compras_semanales,total_comprado_acumulado,precio_hecho,a_fijar,fijado,saldo_a_fijar
05/10/2022,sorgo,Exportador,22/23,1000,5900,5900,0,0,0
05/10/2022,sorgo,Industria,21/22,2900,17600,17600,0,0,0
05/10/2022,sorgo,Industria,22/23,0,0,0,0,0,0
05/10/2022,trigo,Exportador,21/22,12800,18006350,14785200,3221200,1615000,1606200
05/10/2022,trigo,Exportador,22/23,6800,5300800,2914100,2386700,191600,2195100
05/10/2022,trigo,Industria,21/22,60300,4277100,3185000,1092100,972500,119600
05/10/2022,trigo,Industria,22/23,2200,0,0,0,0,0
12/10/2022,cebada cervecera,Exportador,21/22,100,1401400,1379200,22200,19800,2400
12/10/2022,cebada cervecera,Exportador,22/23,0,91700,90300,1400,600,800
12/10/2022,cebada cervecera,Industria,21/22,65000,1276200,1060700,215500,180800,34700
12/10/2022,cebada cervecera,Industria,22/23,3500,181400,85000,96400,13900,82500
12/10/2022,cebada forrajera,Exportador,21/22,2100,2551810,2511500,40300,26800,13500
12/10/2022,cebada forrajera,Exportador,22/23,5400,547100,526900,20200,1500,18600
12/10/2022,girasol,Exportador,21/22,0,138400,130800.00000000001,7600,1500,6100
12/10/2022,girasol,Exportador,22/23,0,500,500,0,0,0
12/10/2022,girasol,Industria,21/22,9300,2528600,2160200,368400,228700,139700
12/10/2022,girasol,Industria,22/23,300,50800,38000,12800,300,12500
12/10/2022,maíz,Exportador,21/22,169500,36818100,26794600,10023500,3798700,6224800
12/10/2022,maíz,Exportador,22/23,222800,5415100,1884300,3530800,75100,3530800
12/10/2022,maíz,Industria,21/22,669800,3850100,2848700,1001400,369500,631900
12/10/2022,maíz,Industria,22/23,12200,51500,11400,40100,800,39300
12/10/2022,soja,Exportador,21/22,10000,6971200,6525900,445300,71500,373800
12/10/2022,soja,Exportador,22/23,400,230200,143700,86500,0,86500
12/10/2022,soja,Industria,21/22,45000,23822500,11998100,11824400,8108300,3716100
12/10/2022,soja,Industria,22/23,15200,1343300,458600,884800,20800,863900
12/10/2022,sorgo,Exportador,21/22,2300,1281900,1195600,86300,50500,35800
12/10/2022,sorgo,Exportador,22/23,500,6400,6400,0,0,0
12/10/2022,sorgo,Industria,21/22,2900,17600,17600,0,0,0
12/10/2022,sorgo,Industria,22/23,0,0,0,0,0,0
12/10/2022,trigo,Exportador,21/22,16200,18021550,14787400,3234200,1617900,1616300
12/10/2022,trigo,Exportador,22/23,27300,5328100,2929300,2398800,194400,2204400
12/10/2022,trigo,Industria,21/22,49400,4326500,3226700,1099800,982500,117300
12/10/2022,trigo,Industria,22/23,3800,38700,23900,14800,100,14700
19/10/2022,cebada cervecera,Exportador,21/22,4000,1406480,1383800,22700,19800,2900
19/10/2022,cebada cervecera,Exportador,22/23,200,96750,95400,1400,600,800
19/10/2022,cebada cervecera,Industria,21/22,65000,1276200,1060700,215500,180800,34700
19/10/2022,cebada cervecera,Industria,22/23,3500,181400,85000,96400,13900,82500
19/10/2022,cebada forrajera,Exportador,21/22,14500,2578010,2537700,40300,26800,13500
19/10/2022,cebada forrajera,Exportador,22/23,8800,566570,546400,20200,1500,18600
19/10/2022,girasol,Exportador,21/22,1000,139400,131800,7600,1700,5900
19/10/2022,girasol,Exportador,22/23,21500,22000,1300,20700,0,20700
19/10/2022,girasol,Industria,21/22,26700,2555300,2181800,373500,230400,143100
19/10/2022,girasol,Industria,22/23,2500,53300,40300,13000,300,12700
19/10/2022,maíz,Exportador,21/22,256500,37083580,27037600,10046000,3872100,6173900
19/10/2022,maíz,Exportador,22/23,129900,5545000,1982400,3562600,78900,3562600
19/10/2022,maíz,Industria,21/22,669800,3850100,2848700,1001400,369500,631900
19/10/2022,maíz,Industria,22/23,12200,51500,11400,40100,800,39300
19/10/2022,soja,Exportador,21/22,20200,6984090,6538100,446000,71800,374200
19/10/2022,soja,Exportador,22/23,200,230400,143900,86500,0,86500
19/10/2022,soja,Industria,21/22,144700,23974530,12045900,11928600,8119900,3808700
19/10/2022,soja,Industria,22/23,52000,1395300,464000,931400,23600,907700
19/10/2022,sorgo,Exportador,21/22,4300,1286200,1199900,86300,52800,33500
19/10/2022,sorgo,Exportador,22/23,500,6900,6900,0,0,0
19/10/2022,sorgo,Industria,21/22,2900,17600,17600,0,0,0
19/10/2022,sorgo,Industria,22/23,0,0,0,0,0,0
19/10/2022,trigo,Exportador,21/22,12800,18033250,14794600,3238700,1625500,1613200
19/10/2022,trigo,Exportador,22/23,34800,5362900,2960900,2402000,197900,2204100
19/10/2022,trigo,Industria,21/22,80600,4408162,3299200,1109000,997900,111100
19/10/2022,trigo,Industria,22/23,38400,77100,53600,23500,500,23000
26/10/2022,cebada cervecera,Exportador,21/22,7600,1414100,1391400,22700,19800,2900
26/10/2022,cebada cervecera,Exportador,22/23,100,96900,95500,1400,800,600
26/10/2022,cebada cervecera,Industria,21/22,19200,1295400,1079900,215500,181600,33900
26/10/2022,cebada cervecera,Industria,22/23,100,181500,85100,96400,13900,82500
26/10/2022,cebada forrajera,Exportador,21/22,9300,2587300,2547000,40300,26800,13500
26/10/2022,cebada forrajera,Exportador,22/23,20100,586700,566300,20400,1500,18800
26/10/2022,girasol,Exportador,21/22,1000,140400,132800,7600,1700,5900
26/10/2022,girasol,Exportador,22/23,2400,24400,1600,22800,0,22800
26/10/2022,girasol,Industria,21/22,26500,2581800,2207600,374200,232800,141400
26/10/2022,girasol,Industria,22/23,4600,57900,44400,13500,300,13200
26/10/2022,maíz,Exportador,21/22,169100,37252700,27195000,10057700,3965500,6092200
26/10/2022,maíz,Exportador,22/23,312400,5857400,2243800,3613600,84400,3613600
26/10/2022,maíz,Industria,21/22,473600,4341220,3234700,1106500,430500,676000
26/10/2022,maíz,Industria,22/23,9100,60600,19900,40700,800,39900
26/10/2022,soja,Exportador,21/22,52000,7036100,6549800,486300,72100,414200
26/10/2022,soja,Exportador,22/23,500,230900,144000,86900,0,86900
26/10/2022,soja,Industria,21/22,271100,24245600,12162800,12082800,8160200,3922600
26/10/2022,soja,Industria,22/23,73700,1469000,469700,999400,23600,975700
26/10/2022,sorgo,Exportador,21/22,3100,1289300,1203000,86300,54200,32100
26/10/2022,sorgo,Exportador,22/23,0,6900,6900,0,0,0
26/10/2022,sorgo,Industria,21/22,1000,18600,18600,0,0,0
26/10/2022,sorgo,Industria,22/23,0,0,0,0,0,0
26/10/2022,trigo,Exportador,21/22,10300,18043600,14802900,3240700,1630700,1610000
26/10/2022,trigo,Exportador,22/23,7200,5347290,2944600,2402700,209600,2193100
26/10/2022,trigo,Industria,21/22,108300,4518062,3401000,1117100,1011800,105300
26/10/2022,trigo,Industria,22/23,33400,110500,82500,28000,1700,26300
02/11/2022,cebada cervecera,Exportador,21/22,13600,1427700,1405000,22700,20200,2500
02/11/2022,cebada cervecera,Exportador,22/23,100,97000,95600,1400,800,600
02/11/2022,cebada cervecera,Industria,21/22,19200,1295400,1079900,215500,181600,33900
02/11/2022,cebada cervecera,Industria,22/23,100,181500,85100,96400,13900,82500
02/11/2022,cebada forrajera,Exportador,21/22,3000,2590300,2550000,40300,27100,13200
02/11/2022,cebada forrajera,Exportador,22/23,17700,604400,583500,20900,1500,19300
02/11/2022,girasol,Exportador,21/22,1900,142300,134100,8200,2300,5900
02/11/2022,girasol,Exportador,22/23,3500,27900,5100,22800,0,22800
02/11/2022,girasol,Industria,21/22,26200,2608000,2232600,375400,234100,141300
02/11/2022,girasol,Industria,22/23,3300,61200,47500,13700,300,13400
02/11/2022,maíz,Exportador,21/22,201000,37453700,27385900,10067800,4231300,5836500
02/11/2022,maíz,Exportador,22/23,210800,6068200,2333900,3734300,88100,3734300
02/11/2022,maíz,Industria,21/22,473600,4341200,3234700,1106500,430500,676000
02/11/2022,maíz,Industria,22/23,9100,60600,19900,40700,800,39900
02/11/2022,soja,Exportador,21/22,65200,7101300,6556100,545200,89900,455300
02/11/2022,soja,Exportador,22/23,200,231100,144200,86900,0,86900
02/11/2022,soja,Industria,21/22,182700,24428300,12293600,12134700,8214400,3920300
02/11/2022,soja,Industria,22/23,101000,1570000,486600,1083500,26000,1057400
02/11/2022,sorgo,Exportador,21/22,19700,1309000,1222700,86300,54600,31700
02/11/2022,sorgo,Exportador,22/23,1300,8200,8200,0,0,0
02/11/2022,sorgo,Industria,21/22,1000,18600,18600,0,0,0
02/11/2022,sorgo,Industria,22/23,0,0,0,0,0,0
02/11/2022,trigo,Exportador,21/22,8300,18051900,14811100,3240800,1648800,1592000
02/11/2022,trigo,Exportador,22/23,9000,5356300,2951600,2404700,220200,2184500
02/11/2022,trigo,Industria,21/22,103100,4621200,3483400,1137800,1042500,95300
02/11/2022,trigo,Industria,22/23,84100,194600,134300,60300,5900,54400
09/11/2022,cebada cervecera,Exportador,21/22,3600,1431300,1408600,22700,20200,2500
09/11/2022,cebada cervecera,Exportador,22/23,1100,98100,96200,1900,800,1100
09/11/2022,cebada cervecera,Industria,21/22,19200,1295400,1079900,215500,181600,33900
09/11/2022,cebada cervecera,Industria,22/23,100,181500,85100,96400,13900,82500
09/11/2022,cebada forrajera,Exportador,21/22,2400,2592700,2551900,40800,27100,13700
09/11/2022,cebada forrajera,Exportador,22/23,9100,613500,591700,21800,1600,20100
09/11/2022,girasol,Exportador,21/22,900,142800,134400,8400,2500,5900
09/11/2022,girasol,Exportador,22/23,100,28000,5200,22800,0,22800
09/11/2022,girasol,Industria,21/22,25400,2633400,2256600,376800,237700,139100
09/11/2022,girasol,Industria,22/23,700,61900,47900,14000,300,13700
09/11/2022,maíz,Exportador,21/22,213200,37666900,27573900,10093000,4458900,5634100
09/11/2022,maíz,Exportador,22/23,122200,6190400,2423400,3767000,88500,3767000
09/11/2022,maíz,Industria,21/22,473600,4341200,3234700,1106500,430500,676000
09/11/2022,maíz,Industria,22/23,9100,60600,19900,40700,800,39900
09/11/2022,soja,Exportador,21/22,7700,7272700,6727500,545200,90000,455200
09/11/2022,soja,Exportador,22/23,7900,239000,152100,86900,0,86900
09/11/2022,soja,Industria,21/22,241600,24504600,12310900,12193700,8276200.000000001,3917500
09/11/2022,soja,Industria,22/23,57000,1627000,491500,1135600,29300,1106200
09/11/2022,sorgo,Exportador,21/22,2800,1311800,1225500,86300,56100,30200
09/11/2022,sorgo,Exportador,22/23,900,9100,9100,0,0,0
09/11/2022,sorgo,Industria,21/22,1000,18600,18600,0,0,0
09/11/2022,sorgo,Industria,22/23,0,0,0,0,0,0
09/11/2022,trigo,Exportador,21/22,9900,18036600,14792900,3243700,1667500,1576200
09/11/2022,trigo,Exportador,22/23,17300,5369700,2963500,2406200,232900,2173300
09/11/2022,trigo,Industria,21/22,66800,4704000,3561700,1142300,1057700,84600
09/11/2022,trigo,Industria,22/23,66200,260800,185200,75600,9900,65700
16/11/2022,cebada cervecera,Exportador,21/22,1100,1432400,1409600,22800,20200,2600
16/11/2022,cebada cervecera,Exportador,22/23,300,98400,96500,1900,800,1100
16/11/2022,cebada cervecera,Industria,21/22,19200,1295400,1079900,215500,181600,33900
16/11/2022,cebada cervecera,Industria,22/23,100,181500,85100,96400,13900,82500
16/11/2022,cebada forrajera,Exportador,21/22,2300,2595000,2554200,40800,27100,13700
16/11/2022,cebada forrajera,Exportador,22/23,12400,625900,603500,22400,1600,20700
16/11/2022,girasol,Exportador,21/22,900,143400,134800,8600,2700,5900
16/11/2022,girasol,Exportador,22/23,100,28100,5300,22800,0,22800
16/11/2022,girasol,Industria,21/22,46800,2680200,2297100,383100,240200,142900
16/11/2022,girasol,Industria,22/23,9400,71300,48700,22600,300,22300
16/11/2022,maíz,Exportador,21/22,163600,37830500,27687500,10143000,4578000,5565000
16/11/2022,maíz,Exportador,22/23,65700,6256100,2445400,3810700,88500,3810700
16/11/2022,maíz,Industria,21/22,473600,4341200,3234700,1106500,430500,676000
16/11/2022,maíz,Industria,22/23,9100,60600,19900,40700,800,39900
16/11/2022,soja,Exportador,21/22,10400,7283100,6735500,547600,130400,417200
16/11/2022,soja,Exportador,22/23,100,239100,152200,86900,0,86900
16/11/2022,soja,Industria,21/22,155100,24659700,12369900,12289800,8288200.000000001,4001600
16/11/2022,soja,Industria,22/23,119900,1746900,495400,1251600,30700,1220800
16/11/2022,sorgo,Exportador,21/22,3000,1314800,1228500,86300,56200,30100
16/11/2022,sorgo,Exportador,22/23,300,9400,9400,0,0,0
16/11/2022,sorgo,Industria,21/22,1000,18600,18600,0,0,0
16/11/2022,sorgo,Industria,22/23,0,0,0,0,0,0
16/11/2022,trigo,Exportador,21/22,3500,18040100,14795900,3244200,1674700,1569500
16/11/2022,trigo,Exportador,22/23,5200,5374900,2965700,2409200,251400,2157800
16/11/2022,trigo,Industria,21/22,56500,4760500,3612200,1148300,1067600,80600
16/11/2022,trigo,Industria,22/23,73500,334300,241900,92400,19500,72900
23/11/2022,cebada cervecera,Exportador,21/22,8600,1441000,1418200,22800,20200,2600
23/11/2022,cebada cervecera,Exportador,22/23,1100,99500,97600,1900,800,1100
23/11/2022,cebada cervecera,Industria,21/22,26400,1321800,1101800,220000,183700,36300
23/11/2022,cebada cervecera,Industria,22/23,1400,182900,86500,96400,13900,82500
23/11/2022,cebada forrajera,Exportador,21/22,4300,2599300,2558500,40800,27200,13600
23/11/2022,cebada forrajera,Exportador,22/23,11700,637600,615200,22400,1600,20700
23/11/2022,girasol,Exportador,21/22,1800,145200,135600,9600,3700,5900
23/11/2022,girasol,Exportador,22/23,0,28100,5300,22800,0,22800
23/11/2022,girasol,Industria,21/22,15000,2695200,2311000,384200,241500,142700
23/11/2022,girasol,Industria,22/23,4500,75800,49500,26300,300,26000
23/11/2022,maíz,Exportador,21/22,118500,37949000,27794900,10154100,4688500,5465600
23/11/2022,maíz,Exportador,22/23,53600,6309700,2484100,3825600,89800,3825600
23/11/2022,maíz,Industria,21/22,524300,4865500,3641700,1223800,522900,700900
23/11/2022,maíz,Industria,22/23,27100,87700,35500,52200,1000,51200
23/11/2022,soja,Exportador,21/22,5500,7238300,6690300,548000,130500,417500
23/11/2022,soja,Exportador,22/23,0,239100,152200,86900,0,86900
23/11/2022,soja,Industria,21/22,182600,24842300,12454900,12387400,8296200.000000001,4091200
23/11/2022,soja,Industria,22/23,61400,1808300,500200,1308200,30700,1277400
23/11/2022,sorgo,Exportador,21/22,3000,1317800,1231500,86300,57300,29000
23/11/2022,sorgo,Exportador,22/23,300,9700,9700,0,0,0
23/11/2022,sorgo,Industria,21/22,1100,19700,19700,0,0,0
23/11/2022,sorgo,Industria,22/23,0,0,0,0,0,0
23/11/2022,trigo,Exportador,21/22,11700,18051800,14800700,3251100,1685400,1565700
23/11/2022,trigo,Exportador,22/23,23400,5398300,2983500,2414800,295200,2119600
23/11/2022,trigo,Industria,21/22,50100,4810600,3657700,1152900,1074200,78600
23/11/2022,trigo,Industria,22/23,107600,441900,301700,140200,31800,108400
30/11/2022,cebada cervecera,Exportador,21/22,7400,1448400,1425400,23000,20400,2600
30/11/2022,cebada cervecera,Exportador,22/23,7400,106900,104900,2000,800,1200
30/11/2022,cebada cervecera,Industria,21/22,26400,1321800,1101800,220000,183700,36300
30/11/2022,cebada cervecera,Industria,22/23,1400,182900,86500,96400,13900,82500
30/11/2022,cebada forrajera,Exportador,21/22,3100,2602400,2561600,40800,27200,13600
30/11/2022,cebada forrajera,Exportador,22/23,19800,657400,631600,25800,1800,23900
30/11/2022,girasol,Exportador,21/22,500,145200,135500,9700,3900,5800
30/11/2022,girasol,Exportador,22/23,600,28700,5300,23400,0,23400
30/11/2022,girasol,Industria,21/22,27900,2723100,2333600,389500,244500,145000
30/11/2022,girasol,Industria,22/23,6800,82600,56200,26400,300,26100
30/11/2022,maíz,Exportador,21/22,152500,38101500,27934400,10167100,4859300,5307800
30/11/2022,maíz,Exportador,22/23,125900,6435600,2556000,3879600,90500,3879600
30/11/2022,maíz,Industria,21/22,524300,4865500,3641700,1223800,522900,700900
30/11/2022,maíz,Industria,22/23,27100,87700,35500,52200,1000,51200
30/11/2022,soja,Exportador,21/22,33900,7272200,6724200,548000,132300,415700
30/11/2022,soja,Exportador,22/23,200,239300,152200,87100,0,87100
30/11/2022,soja,Industria,21/22,522700.00000000006,25365000,12930700,12434300,8844800,3589500
30/11/2022,soja,Industria,22/23,255900,2064199.9999999998,365500,1698800,36100,1662600
30/11/2022,sorgo,Exportador,21/22,2600,1320400,1234100,86300,58600,27700
30/11/2022,sorgo,Exportador,22/23,2300,12000,12000,0,0,0
30/11/2022,sorgo,Industria,21/22,1100,19700,19700,0,0,0
30/11/2022,sorgo,Industria,22/23,0,0,0,0,0,0
30/11/2022,trigo,Exportador,21/22,5200,18057000,14803900,3253100,1699600,1553500
30/11/2022,trigo,Exportador,22/23,26300,5421000,2993800,2427200,336800,2090400
30/11/2022,trigo,Industria,21/22,40700,4851300,3694800,1156500,1085600,70800
30/11/2022,trigo,Industria,22/23,111100,553000,367700,185300,47300,138000
07/12/2022,cebada cervecera,Exportador,21/22,3800,1452200,1429200,23000,20400,2600
07/12/2022,cebada cervecera,Exportador,22/23,6900,113800,110900,2900,800,2100
07/12/2022,cebada cervecera,Industria,21/22,26400,1321800,1101800,220000,183700,36300
07/12/2022,cebada cervecera,Industria,22/23,1400,182900,86500,96400,13900,82500
07/12/2022,cebada forrajera,Exportador,21/22,800,2603200,2562400,40800,27400,13400
07/12/2022,cebada forrajera,Exportador,22/23,50500,707900,669400,38500,2600,35800
07/12/2022,girasol,Exportador,21/22,1300,143600,133900,9700,3900,5800
07/12/2022,girasol,Exportador,22/23,0,28700,5300,23400,0,23400
07/12/2022,girasol,Industria,21/22,11600,2734700,2343300,391400,247700,143700
07/12/2022,girasol,Industria,22/23,15800,98400,61800,36600,400,36200
07/12/2022,maíz,Exportador,21/22,183300,38284800,28096800,10188000,5009900,5178100
07/12/2022,maíz,Exportador,22/23,78100,6513700,2593200,3920500,93000,3920500
07/12/2022,maíz,Industria,21/22,524300,4865500,3641700,1223800,522900,700900
07/12/2022,maíz,Industria,22/23,27100,87700,35500,52200,1000,51200
07/12/2022,soja,Exportador,21/22,81600,7353800,6804300,549500,133000,416500
07/12/2022,soja,Exportador,22/23,100200,339500,252200,87300,0,87300
07/12/2022,soja,Industria,21/22,730500,26095500,13636900,12458600,9180800,3277800
07/12/2022,soja,Industria,22/23,100900,2065100,276600,1788600,38400,1750100
07/12/2022,sorgo,Exportador,21/22,1500,1321900,1235600,86300,59400,26900
07/12/2022,sorgo,Exportador,22/23,1300,13300,13300,0,0,0
07/12/2022,sorgo,Industria,21/22,1100,19700,19700,0,0,0
07/12/2022,sorgo,Industria,22/23,0,0,0,0,0,0
07/12/2022,trigo,Exportador,21/22,10200,18067200,14813900,3253300,1716200,1537100
07/12/2022,trigo,Exportador,22/23,74600,5495600,3058700,2436900,364800,2072100
07/12/2022,trigo,Industria,21/22,41600,4892900,3735300,1157600,1088900,68600
07/12/2022,trigo,Industria,22/23,127400,680400,461300,219100,54200,164900
14/12/2022,cebada cervecera,Exportador,21/22,9300,1461500,1438500,23000,20400,2600
14/12/2022,cebada cervecera,Exportador,22/23,7100,120900,118000,2900,800,2100
14/12/2022,cebada cervecera,Industria,21/22,26400,1321800,1101800,220000,183700,36300
14/12/2022,cebada cervecera,Industria,22/23,1400,182900,86500,96400,13900,82500
14/12/2022,cebada forrajera,Exportador,21/22,1800,2605000,2563600,41400,27500,13900
14/12/2022,cebada forrajera,Exportador,22/23,40800,748700,708700,40000,4600,35300
14/12/2022,girasol,Exportador,21/22,3200,146800,136800,10000,4200,5800
14/12/2022,girasol,Exportador,22/23,0,28700,5300,23400,0,23400
14/12/2022,girasol,Industria,21/22,8600,2743300,2351300,392000,248500,143500
14/12/2022,girasol,Industria,22/23,8200,106600,63800,42800,400,42400
14/12/2022,maíz,Exportador,21/22,193500,38478300,28247800,10230500,5220500,5010000
14/12/2022,maíz,Exportador,22/23,50300,6564000,2624800,3939200,93000,3939200
14/12/2022,maíz,Industria,21/22,524300,4865500,3641700,1223800,522900,700900
14/12/2022,maíz,Industria,22/23,27100,87700,35500,52200,1000,51200
14/12/2022,soja,Exportador,21/22,77700,7431500,6856100,575400,159400,416000
14/12/2022,soja,Exportador,22/23,15800,355300,267400,87900,0,87900
14/12/2022,soja,Industria,21/22,438800,26534300,14051600,12482700,9524600,2958100
14/12/2022,soja,Industria,22/23,27200,2092300.0000000002,279800,1812600,38700,1773800
14/12/2022,sorgo,Exportador,21/22,1700,1323600,1237300,86300,59700,26600
14/12/2022,sorgo,Exportador,22/23,600,13900,13900,0,0,0
14/12/2022,sorgo,Industria,21/22,1100,19700,19700,0,0,0
14/12/2022,sorgo,Industria,22/23,0,0,0,0,0,0
14/12/2022,trigo,Exportador,21/22,4600,18071800,14817500,3254300,1730300,1524000
14/12/2022,trigo,Exportador,22/23,30500,5490300,3049200,2441100,388500,2052600
14/12/2022,trigo,Industria,21/22,18800,4911700,3751000,1160700,1094000,66600
14/12/2022,trigo,Industria,22/23,97900,800900,542600,258300,66600,191700
21/12/2022,cebada cervecera,Exportador,21/22,3200,1464700,1441700,23000,20400,2600
21/12/2022,cebada cervecera,Exportador,22/23,34900,155800,150900,4900,800,4100
21/12/2022,cebada cervecera,Industria,21/22,26400,1321800,1101800,220000,183700,36300
21/12/2022,cebada cervecera,Industria,22/23,1400,182900,86500,96400,13900,82500
21/12/2022,cebada forrajera,Exportador,21/22,900,2603400,2562100,41300,27600,13700
21/12/2022,cebada forrajera,Exportador,22/23,33900,782600,740300,42300,4700,37500
21/12/2022,girasol,Exportador,21/22,1100,147300,137100,10200,4400,5800
21/12/2022,girasol,Exportador,22/23,0,28700,5300,23400,0,23400
21/12/2022,girasol,Industria,21/22,5900,2749200,2356800,392400,251600,140800
21/12/2022,girasol,Industria,22/23,25800,132400,67700,64700,1700,63000
21/12/2022,maíz,Exportador,21/22,281500,38759800,28489100,10270700,5653800,4616900
21/12/2022,maíz,Exportador,22/23,87600,6651600,2648900,4002700,94200,4002700
21/12/2022,maíz,Industria,21/22,524300,4865500,3641700,1223800,522900,700900
21/12/2022,maíz,Industria,22/23,27100,87700,35500,52200,1000,51200
21/12/2022,soja,Exportador,21/22,37000,7468500,6886100,582400,160400,422000
21/12/2022,soja,Exportador,22/23,12800,368100,280200,87900,0,87900
21/12/2022,soja,Industria,21/22,693300,27227600,14717700,12509900,9800900,2709000
21/12/2022,soja,Industria,22/23,59400,2151700,292900,1858800,40700,1818000
21/12/2022,sorgo,Exportador,21/22,7100,1330700,1244400,86300,60100,26200
21/12/2022,sorgo,Exportador,22/23,5400,19300,19300,0,0,0
21/12/2022,sorgo,Industria,21/22,1100,19700,19700,0,0,0
21/12/2022,sorgo,Industria,22/23,0,0,0,0,0,0
21/12/2022,trigo,Exportador,21/22,5700,18077500,14823100,3254400,1740100,1514300
21/12/2022,trigo,Exportador,22/23,37700,5528000,3083600,2444400,407700,2036700
21/12/2022,trigo,Industria,21/22,12500,4924200,3762000,1162200,1098200,63900
21/12/2022,trigo,Industria,22/23,113900,914800,622000,292800,77800,215000
28/12/2022,cebada cervecera,Exportador,21/22,0,1464700,1441700,23000,20400,2600
28/12/2022,cebada cervecera,Exportador,22/23,88000,243800,238900,4900,1000,3900
28/12/2022,cebada cervecera,Industria,21/22,9900,1331700,1109300,222400,203300,19100
28/12/2022,cebada cervecera,Industria,22/23,29500,212400,100600,111800,14800,97000
28/12/2022,cebada forrajera,Exportador,21/22,5400,2608800,2567500,41300,27600,13700
28/12/2022,cebada forrajera,Exportador,22/23,31500,814100,771100,43000,5000,37900
28/12/2022,girasol,Exportador,21/22,200,147500,137300,10200,4900,5300
28/12/2022,girasol,Exportador,22/23,600,29300,5800,23500,0,23500
28/12/2022,girasol,Industria,21/22,6200,2755400,2362500,392900,255300,137600
28/12/2022,girasol,Industria,22/23,18500,150900,74600,76300,2000,74300
28/12/2022,maíz,Exportador,21/22,484800,39244600,28831600,10413000,6132200,4280800
28/12/2022,maíz,Exportador,22/23,49100,6700700,2671200,4029500,95400,4029500
28/12/2022,maíz,Industria,21/22,526200,5391700,4025100,1366600,618600,748000
28/12/2022,maíz,Industria,22/23,16000,103700,41900,61800,1000,60800
28/12/2022,soja,Exportador,21/22,16000,7484500,6895800,588700,162500,426200
28/12/2022,soja,Exportador,22/23,11500,379600,291700,87900,0,87900
28/12/2022,soja,Industria,21/22,535000,27762600,15219400,12543200,10088200,2455000
28/12/2022,soja,Industria,22/23,95100,2246800,312800,1934000,44000,1889900
28/12/2022,sorgo,Exportador,21/22,1400,1332100,1245600,86500,60800,25700
28/12/2022,sorgo,Exportador,22/23,2600,21900,21900,0,0,0
28/12/2022,sorgo,Industria,21/22,900,20600,20600,0,0,0
28/12/2022,sorgo,Industria,22/23,100,100,100,0,0,0
28/12/2022,trigo,Exportador,21/22,5400,18082900,14828500,3254400,1762400,1492000
28/12/2022,trigo,Exportador,22/23,28100,5556100,3106900,2449200,450700,1998500
28/12/2022,trigo,Industria,21/22,7400,4931600,3767800,1163800,1103400,60300
28/12/2022,trigo,Industria,22/23,87400,1014300,703100,311200,91300,219900
04/01/2023,cebada cervecera,Exportador,21/22,0,1464700,1441700,23000,20700,2300
04/01/2023,cebada cervecera,Exportador,22/23,14900,258700,253800,4900,4900,0
04/01/2023,cebada cervecera,Industria,21/22,9900,1331700,1109300,222400,203300,19100
04/01/2023,cebada cervecera,Industria,22/23,29500,212400,100600,111800,14800,97000
04/01/2023,cebada forrajera,Exportador,21/22,700,2609500,2568200,41300,27600,13700
04/01/2023,cebada forrajera,Exportador,22/23,56300,870400,817200,53200,6200,46900
04/01/2023,girasol,Exportador,21/22,1700,149200,138500,10700,5500,5200
04/01/2023,girasol,Exportador,22/23,0,29300,5800,23500,0,23500
04/01/2023,girasol,Industria,21/22,12000,2767400,2368700,398700,268900,129800.00000000001
04/01/2023,girasol,Industria,22/23,29200,180100,93800,86300,2400,83900
04/01/2023,maíz,Exportador,21/22,145600,39390200,28955700,10434500,6345000,4089500
04/01/2023,maíz,Exportador,22/23,60500,6761200,2699200,4062000,95500,4062000
04/01/2023,maíz,Industria,21/22,526200,5391700,4025100,1366600,618600,748000
04/01/2023,maíz,Industria,22/23,16000,103700,41900,61800,1000,60800
04/01/2023,soja,Exportador,21/22,9200,7492900,6897100,595800,162500,433300
04/01/2023,soja,Exportador,22/23,4600,384200,296200,88000,0,88000
04/01/2023,soja,Industria,21/22,133300,27895900,15313900,12582000,10091900,2490100
04/01/2023,soja,Industria,22/23,28800,2275600,325700,1949900,44800,1905000
04/01/2023,sorgo,Exportador,21/22,1200,1333300,1246800,86500,62300,24200
04/01/2023,sorgo,Exportador,22/23,1700,23600,23600,0,0,0
04/01/2023,sorgo,Industria,21/22,900,20600,20600,0,0,0
04/01/2023,sorgo,Industria,22/23,100,100,100,0,0,0
04/01/2023,trigo,Exportador,21/22,1800,18084700,14830300,3254400,1787200,1467200
04/01/2023,trigo,Exportador,22/23,27300,5583400,3132500,2450900,477200,1973700
04/01/2023,trigo,Industria,21/22,8400,4940000,3773800,1166200,1110700,55400
04/01/2023,trigo,Industria,22/23,101300,1115600,789000,326600,109400,217200
11/01/2023,cebada cervecera,Exportador,21/22,100,1464800,1441800,23000,20700,2300
11/01/2023,cebada cervecera,Exportador,22/23,95000,353700,347300,6400,6400,0
11/01/2023,cebada cervecera,Industria,21/22,9900,1331700,1109300,222400,203300,19100
11/01/2023,cebada cervecera,Industria,22/23,29500,212400,100600,111800,14800,97000
11/01/2023,cebada forrajera,Exportador,21/22,1500,2611000,2569500,41500,27800,13700
11/01/2023,cebada forrajera,Exportador,22/23,90200,960600,885800,74800,9700,65000
11/01/2023,girasol,Exportador,21/22,2700,151900,141200,10700,5700,5000
11/01/2023,girasol,Exportador,22/23,2500,31800,8100,23700,0,23700
