Date,Darsenas y Bs As,Puertos de Necochea,Puertos-B.Blanca,Rosario y Zona
"jul 22, 2020",97,0,20,98
"jul 23, 2020",84,0,15,128
"jul 24, 2020",58,0,4,98
"jul 25, 2020",16,0,0,58
"jul 27, 2020",81,11,25,65
"jul 28, 2020",81,16,23,132
"jul 29, 2020",60,14,12,109
"jul 30, 2020",57,14,26,145
"jul 31, 2020",38,3,38,163
"ago 1, 2020",10,2,0,61
"ago 3, 2020",61,12,38,92
"ago 4, 2020",67,12,34,125
"ago 5, 2020",73,27,43,88
"ago 6, 2020",88,15,33,93
"ago 7, 2020",78,15,13,119
"ago 8, 2020",16,0,0,113
"ago 10, 2020",54,8,39,93
"ago 11, 2020",78,2,36,110
"ago 12, 2020",89,13,52,86
"ago 13, 2020",81,16,51,79
"ago 15, 2020",10,0,0,35
"ago 18, 2020",75,0,55,38
"ago 19, 2020",83,3,64,74
"ago 20, 2020",93,0,46,108
"ago 21, 2020",80,0,70,361
"ago 22, 2020",3,0,7,51
"ago 24, 2020",83,3,267,68
"ago 25, 2020",51,1,21,49
"ago 26, 2020",81,10,37,87
"ago 27, 2020",73,6,13,79
"ago 28, 2020",56,14,0,136
"ago 29, 2020",10,0,0,23
"ago 31, 2020",83,12,53,121
"sep 1, 2020",105,14,105,45
"sep 2, 2020",56,32,133,58
"sep 3, 2020",69,47,80,35
"sep 4, 2020",63,67,72,39
"sep 5, 2020",8,0,0,7
"sep 7, 2020",67,38,13,47
"sep 8, 2020",69,54,14,74
"sep 9, 2020",79,55,16,78
"sep 10, 2020",68,31,16,73
"sep 11, 2020",74,32,28,70
"sep 12, 2020",8,0,11,14
"sep 14, 2020",51,32,34,50
"sep 15, 2020",93,45,40,59
"sep 16, 2020",98,49,80,33
"sep 17, 2020",103,48,68,53
"sep 18, 2020",58,8,56,48
"sep 19, 2020",0,0,0,0
"sep 21, 2020",16,0,84,40
"sep 22, 2020",28,19,2,35
"sep 23, 2020",51,35,0,39
"sep 24, 2020",88,16,47,46
"sep 25, 2020",48,19,43,30
"sep 26, 2020",15,0,0,6
"sep 28, 2020",67,0,28,21
"sep 29, 2020",70,20,0,16
"sep 30, 2020",60,2,0,44
"oct 1, 2020",64,0,0,44
"oct 2, 2020",95,7,0,53
"oct 3, 2020",4,0,28,19
"oct 5, 2020",99,12,95,24
"oct 6, 2020",93,10,110,33
"oct 7, 2020",83,14,137,24
"oct 8, 2020",92,9,107,36
"oct 9, 2020",78,20,63,39
"oct 10, 2020",15,6,74,9
"oct 13, 2020",73,8,14,64
"oct 14, 2020",72,13,12,89
"oct 15, 2020",106,7,15,46
"oct 16, 2020",88,18,24,61
"oct 17, 2020",19,4,3,20
"oct 18, 2020",0,0,0,0
"oct 19, 2020",101,10,10,40
"oct 20, 2020",59,4,0,63
"oct 21, 2020",40,10,77,62
"oct 22, 2020",68,10,19,46
"oct 23, 2020",71,1,29,47
"oct 24, 2020",4,0,0,20
"oct 25, 2020",0,0,0,6
"oct 26, 2020",35,0,21,38
"oct 27, 2020",15,8,16,54
"oct 28, 2020",55,9,27,83
"oct 29, 2020",58,20,25,61
"oct 30, 2020",72,24,38,115
"oct 31, 2020",3,4,9,184
"nov 1, 2020",0,0,0,64
"nov 2, 2020",123,3,12,149
"nov 3, 2020",91,8,21,287
"nov 4, 2020",72,15,1,259
"nov 5, 2020",82,12,8,452
"nov 6, 2020",81,12,1,427
"nov 7, 2020",16,5,0,325
"nov 8, 2020",0,0,0,146
"nov 9, 2020",43,3,11,287
"nov 10, 2020",59,15,10,283
"nov 11, 2020",94,6,5,340
"nov 12, 2020",91,3,6,510
"nov 13, 2020",89,0,5,751
"nov 14, 2020",20,3,0,767
"nov 15, 2020",0,0,0,231
"nov 16, 2020",93,1,1,342
"nov 17, 2020",112,17,5,594
"nov 18, 2020",140,9,8,774
"nov 19, 2020",155,5,100,1053
"nov 20, 2020",154,6,21,1078
"nov 21, 2020",105,6,0,783
"nov 22, 2020",0,0,0,430
"nov 24, 2020",325,2,9,978
"nov 25, 2020",164,14,7,1046
"nov 26, 2020",105,12,7,796
"nov 27, 2020",162,13,16,810
"nov 28, 2020",147,0,0,1011
"nov 29, 2020",0,0,0,250
"nov 30, 2020",90,0,18,286
"dic 1, 2020",169,0,26,581
"dic 2, 2020",159,26,30,698
"dic 3, 2020",127,13,72,467
"dic 4, 2020",157,12,140,146
"dic 6, 2020",0,0,0,90
"dic 7, 2020",225,0,0,480
"dic 8, 2020",0,0,0,911
"dic 9, 2020",401,30,332,998
"dic 10, 2020",422,42,309,421
"dic 11, 2020",445,12,0,255
"dic 12, 2020",329,0,0,232
"dic 13, 2020",180,0,0,159
"dic 14, 2020",304,10,218,546
"dic 15, 2020",376,15,74,750
"dic 16, 2020",266,12,325,512
"dic 17, 2020",399,0,79,605
"dic 18, 2020",397,49,68,643
"dic 19, 2020",322,42,0,95
"dic 20, 2020",83,0,0,0
"dic 21, 2020",359,67,4,249
"dic 22, 2020",277,219,37,332
"dic 23, 2020",275,265,70,271
"dic 24, 2020",93,89,0,135
"dic 26, 2020",114,248,0,246
"dic 27, 2020",20,0,0,3
"dic 28, 2020",265,274,56,350
"dic 29, 2020",335,145,57,575
"dic 30, 2020",233,113,54,548
"dic 31, 2020",44,45,0,274
"ene 2, 2021",32,120,0,253
"ene 4, 2021",139,160,124,501
"ene 5, 2021",117,188,237,1009
"ene 6, 2021",161,37,141,1160
"ene 7, 2021",152,40,164,1218
"ene 8, 2021",158,56,665,1337
"ene 9, 2021",95,103,355,918
"ene 11, 2021",161,200,601,538
"ene 12, 2021",99,102,361,449
"ene 13, 2021",155,152,656,534
"ene 14, 2021",241,178,729,854
"ene 15, 2021",262,315,827,1304
"ene 16, 2021",75,315,188,488
"ene 18, 2021",131,315,431,126
"ene 19, 2021",94,0,389,131
"ene 20, 2021",86,0,0,93
"ene 21, 2021",123,0,0,115
"ene 22, 2021",148,0,0,215
"ene 23, 2021",6,0,0,255
"ene 25, 2021",114,0,0,394
"ene 26, 2021",141,0,0,940
"ene 27, 2021",144,0,0,1035
"ene 28, 2021",183,0,0,697
"ene 29, 2021",170,0,0,809
"ene 30, 2021",21,0,0,570
"feb 1, 2021",144,0,0,423
"feb 2, 2021",180,0,0,619
"feb 3, 2021",133,0,0,602
"feb 4, 2021",121,0,0,666
"feb 5, 2021",214,0,0,726
"feb 6, 2021",88,0,0,555
"feb 8, 2021",134,0,0,498
"feb 9, 2021",159,0,0,714
"feb 10, 2021",303,137,500,767
"feb 11, 2021",181,313,561,797
"feb 12, 2021",151,309,692,638
"feb 13, 2021",47,213,434,343
"feb 17, 2021",149,86,629,361
"feb 18, 2021",262,191,621,453
"feb 19, 2021",224,50,686,637
"feb 20, 2021",90,66,253,454
"feb 22, 2021",145,178,629,392
"feb 23, 2021",88,220,614,377
"feb 24, 2021",139,280,557,360
"feb 25, 2021",150,313,571,399
"feb 26, 2021",147,214,449,378
"feb 27, 2021",10,23,78,269
"mar 1, 2021",107,166,395,343
"mar 2, 2021",140,178,419,350
"mar 3, 2021",169,221,397,374
"mar 4, 2021",155,112,383,431
"mar 5, 2021",158,83,464,444
"mar 6, 2021",14,5,49,204
"mar 8, 2021",171,66,101,317
"mar 9, 2021",148,74,79,380
"mar 10, 2021",119,92,123,367
"mar 11, 2021",123,280,190,430
"mar 12, 2021",127,85,135,315
"mar 13, 2021",1,66,8,142
"mar 15, 2021",129,221,240,222
"mar 16, 2021",73,182,254,235
"mar 17, 2021",127,177,256,162
"mar 18, 2021",117,128,344,333
"mar 19, 2021",90,69,523,126
"mar 20, 2021",2,97,139,118
"mar 22, 2021",160,167,301,164
"mar 23, 2021",103,139,348,210
"mar 25, 2021",123,253,303,277
"mar 26, 2021",157,136,246,254
"mar 27, 2021",3,64,193,119
"mar 28, 2021",0,0,0,0
"mar 29, 2021",129,112,207,67
"mar 30, 2021",121,153,293,225
"mar 31, 2021",105,161,299,513
"abr 1, 2021",106,75,238,307
"abr 3, 2021",0,42,10,146
"abr 5, 2021",56,50,327,201
"abr 6, 2021",103,134,242,212
"abr 7, 2021",54,117,133,269
"abr 8, 2021",67,137,171,290
"abr 9, 2021",66,60,151,334
"abr 11, 2021",0,0,0,185
"abr 12, 2021",78,19,47,130
"abr 13, 2021",84,20,60,246
"abr 14, 2021",117,65,134,284
"abr 15, 2021",90,137,164,220
"abr 16, 2021",76,146,186,261
"abr 17, 2021",2,40,0,135
"abr 18, 2021",0,0,0,132
"abr 19, 2021",59,130,214,76
"abr 20, 2021",73,177,211,93
"abr 21, 2021",31,194,560,66
"abr 22, 2021",52,284,362,76
"abr 23, 2021",53,105,334,107
"abr 24, 2021",0,9,52,127
"abr 25, 2021",0,7,15,89
"abr 26, 2021",37,44,183,92
"abr 28, 2021",56,117,313,147
"abr 29, 2021",51,122,438,145
"abr 30, 2021",50,169,393,111
"may 1, 2021",0,0,0,12
"may 2, 2021",0,0,38,9
"may 3, 2021",50,125,410,67
"may 4, 2021",36,138,437,70
"may 5, 2021",76,215,429,158
"may 6, 2021",34,197,218,220
"may 7, 2021",46,0,246,176
"may 8, 2021",0,0,112,32
"may 9, 2021",0,0,48,4
"may 10, 2021",42,83,205,82
"may 11, 2021",28,111,218,84
"may 12, 2021",46,121,154,125
"may 14, 2021",43,133,342,113
"may 15, 2021",0,26,349,39
"may 16, 2021",0,0,0,23
"may 17, 2021",88,91,157,124
"may 18, 2021",60,143,270,177
"may 19, 2021",50,168,487,176
"may 20, 2021",55,105,434,87
"may 21, 2021",54,104,264,172
"may 22, 2021",0,0,90,65
"may 23, 2021",0,0,0,1
"may 24, 2021",0,0,298,57
"may 25, 2021",0,0,196,67
"may 26, 2021",30,47,162,73
"may 27, 2021",69,2,246,115
"may 28, 2021",67,90,247,203
"may 29, 2021",9,126,47,133
"may 30, 2021",0,0,0,32
"may 31, 2021",72,79,380,206
"jun 1, 2021",65,141,405,98
"jun 2, 2021",61,176,440,168
"jun 3, 2021",62,278,370,181
"jun 4, 2021",91,260,321,152
"jun 5, 2021",1,29,77,169
"jun 6, 2021",0,0,0,9
"jun 7, 2021",48,164,312,167
"jun 8, 2021",19,32,103,27
"jun 9, 2021",127,276,265,255
"jun 10, 2021",55,337,495,301
"jun 11, 2021",79,336,453,367
"jun 12, 2021",5,238,44,74
"jun 13, 2021",0,0,0,2
"jun 14, 2021",106,152,222,114
"jun 15, 2021",70,146,370,222
"jun 16, 2021",112,134,339,163
"jun 17, 2021",146,101,397,259
"jun 18, 2021",116,61,406,194
"jun 19, 2021",26,35,53,82
"jun 20, 2021",0,0,0,9
"jun 21, 2021",0,0,235,9
"jun 22, 2021",102,25,435,54
"jun 23, 2021",127,33,557,116
"jun 24, 2021",114,51,496,90
"jun 25, 2021",104,0,291,129
"jun 26, 2021",0,22,205,66
"jun 27, 2021",0,0,0,12
"jun 28, 2021",20,48,290,65
"jun 29, 2021",144,71,308,78
"jun 30, 2021",91,1,408,103
"jul 1, 2021",114,91,251,116
"jul 2, 2021",89,134,160,100
"jul 3, 2021",1,89,35,31
"jul 4, 2021",0,0,0,16
"jul 5, 2021",82,24,412,20
"jul 6, 2021",85,42,530,53
"jul 7, 2021",114,33,574,45
"jul 8, 2021",71,17,563,70
"jul 9, 2021",0,0,427,81
"jul 10, 2021",0,9,12,25
"jul 11, 2021",0,0,0,17
"jul 12, 2021",49,24,177,77
"jul 13, 2021",73,41,235,214
"jul 14, 2021",29,147,224,287
"jul 15, 2021",78,147,236,317
"jul 16, 2021",52,147,216,252
"jul 17, 2021",2,30,118,50
"jul 18, 2021",0,0,0,20
"jul 19, 2021",30,113,159,78
"jul 20, 2021",60,5,235,194
"jul 21, 2021",20,18,145,230
"jul 22, 2021",23,82,197,289
"jul 23, 2021",52,83,215,216
"jul 24, 2021",0,58,211,117
"jul 25, 2021",0,0,0,20
"jul 26, 2021",48,71,222,71
"jul 27, 2021",47,69,254,164
"jul 28, 2021",57,71,241,164
"jul 29, 2021",73,60,235,213
"jul 30, 2021",88,0,0,173
"jul 31, 2021",8,0,0,109
"ago 1, 2021",0,0,0,24
"ago 2, 2021",56,0,0,39
"ago 3, 2021",69,0,0,213
"ago 4, 2021",72,301,0,182
"ago 5, 2021",118,126,0,186
"ago 6, 2021",92,107,228,225
"ago 7, 2021",0,53,218,460
"ago 8, 2021",0,0,0,25
"ago 9, 2021",59,101,192,43
"ago 10, 2021",79,147,377,154
"ago 11, 2021",31,166,551,179
"ago 12, 2021",61,196,517,119
"ago 13, 2021",50,164,532,95
"ago 14, 2021",5,66,168,53
"ago 15, 2021",0,0,0,48
"ago 16, 2021",0,0,244,40
"ago 17, 2021",30,96,288,30
"ago 18, 2021",54,155,360,31
"ago 19, 2021",56,71,413,182
"ago 20, 2021",65,52,242,231
"ago 21, 2021",0,0,156,132
"ago 22, 2021",0,0,0,6
"ago 23, 2021",28,124,202,101
"ago 24, 2021",70,134,352,223
"ago 25, 2021",58,146,500,319
"ago 26, 2021",82,129,436,268
"ago 27, 2021",81,120,430,234
"ago 28, 2021",2,35,308,177
"ago 29, 2021",0,0,0,20
"ago 30, 2021",66,89,181,98
"ago 31, 2021",68,94,227,166
"sep 1, 2021",100,94,188,152
"sep 2, 2021",75,78,139,223
"sep 3, 2021",74,65,169,115
"sep 4, 2021",4,29,92,163
"sep 5, 2021",0,0,0,50
"sep 6, 2021",57,42,171,59
"sep 7, 2021",41,84,135,77
"sep 8, 2021",78,61,212,118
"sep 9, 2021",84,2,74,53
"sep 10, 2021",67,3,90,75
"sep 11, 2021",4,0,59,79
"sep 12, 2021",0,0,0,3
"sep 13, 2021",50,18,101,60
"sep 14, 2021",74,31,123,95
"sep 15, 2021",85,70,246,146
"sep 16, 2021",132,99,262,149
"sep 17, 2021",99,99,256,162
"sep 18, 2021",4,28,51,104
"sep 19, 2021",0,0,0,15
"sep 20, 2021",100,97,136,64
"sep 21, 2021",69,112,265,151
"sep 22, 2021",109,130,294,132
"sep 23, 2021",109,125,321,142
"sep 24, 2021",131,111,309,91
"sep 25, 2021",9,95,105,64
"sep 26, 2021",,,,14
"sep 27, 2021",123,136,310,108
"sep 28, 2021",114,128,330,222
"sep 29, 2021",111,153,374,233
"sep 30, 2021",141,216,345,277
"oct 1, 2021",152,118,289,192
"oct 2, 2021",4,30,86,49
"oct 3, 2021",0,0,0,5
"oct 4, 2021",74,100,190,50
"oct 5, 2021",107,111,314,97
"oct 6, 2021",127,118,292,98
"oct 7, 2021",129,143,284,132
"oct 8, 2021",0,0,176,40
"oct 9, 2021",11,0,46,14
"oct 10, 2021",0,0,0,3
"oct 11, 2021",0,0,0,0
"oct 12, 2021",87,46,207,61
"oct 13, 2021",97,141,356,103
"oct 14, 2021",95,146,407,113
"oct 15, 2021",108,64,329,89
"oct 16, 2021",9,14,273,85
"oct 17, 2021",0,0,0,0
"oct 18, 2021",86,21,404,117
"oct 19, 2021",99,99,495,152
"oct 20, 2021",89,101,258,120
"oct 21, 2021",99,140,199,116
"oct 22, 2021",98,119,266,199
"oct 23, 2021",7,34,23,137
"oct 25, 2021",85,82,106,209
"oct 26, 2021",126,93,118,188
"oct 27, 2021",140,104,278,260
"oct 28, 2021",120,109,36,191
"oct 29, 2021",114,81,41,377
"oct 30, 2021",2,0,0,381
"oct 31, 2021",0,0,0,125
"nov 1, 2021",48,29,1,295
"nov 2, 2021",27,27,194,409
"nov 4, 2021",62,0,0,238
"nov 5, 2021",68,56,106,233
"nov 6, 2021",5,0,0,159
"nov 7, 2021",0,0,0,17
"nov 8, 2021",66,146,0,139
"nov 9, 2021",45,156,14,292
"nov 10, 2021",47,175,234,491
"nov 11, 2021",48,181,90,922
"nov 12, 2021",66,206,271,998
"nov 13, 2021",4,48,65,1143
"nov 14, 2021",0,0,0,472
"nov 15, 2021",83,94,195,754
"nov 16, 2021",80,28,110,955
"nov 17, 2021",74,119,137,730
"nov 18, 2021",125,115,180,892
"nov 19, 2021",150,141,196,1175
"nov 20, 2021",88,0,0,1525
"nov 21, 2021",0,0,0,1128
"nov 22, 2021",0,0,0,774
"nov 23, 2021",247,90,128,1382
"nov 24, 2021",199,136,169,1922
"nov 25, 2021",205,145,182,1790
"nov 26, 2021",126,126,72,1382
"nov 27, 2021",156,0,4,657
"nov 29, 2021",167,63,45,563
"nov 30, 2021",120,99,169,922
"dic 1, 2021",165,6,284,1478
"dic 2, 2021",248,193,296,1370
"dic 3, 2021",276,166,356,2213
"dic 4, 2021",232,0,30,1910
"dic 5, 2021",0,0,0,459
"dic 6, 2021",235,57,100,741
"dic 7, 2021",303,97,146,1836
"dic 8, 2021",265,0,139,966
"dic 9, 2021",341,24,254,1620
"dic 10, 2021",357,86,237,1286
"dic 11, 2021",386,0,37,1089
"dic 13, 2021",216,53,210,757
"dic 14, 2021",428,55,324,1467
"dic 15, 2021",337,68,456,1268
"dic 16, 2021",286,64,548,1405
"dic 17, 2021",339,64,669,1825
"dic 18, 2021",219,15,404,1371
"dic 19, 2021",0,0,0,538
"dic 20, 2021",317,34,463,989
"dic 21, 2021",306,8,422,1145
"dic 22, 2021",313,432,410,1286
"dic 23, 2021",271,399,596,878
"dic 24, 2021",90,115,65,385
"dic 26, 2021",0,0,0,62
"dic 27, 2021",126,196,773,458
"dic 28, 2021",187,458,745,988
"dic 29, 2021",330,554,797,1119
"dic 31, 2021",32,0,116,169
"ene 2, 2022",0,0,0,10
"ene 3, 2022",89,318,622,290
"ene 4, 2022",155,201,598,860
"ene 5, 2022",150,322,696,1018
"ene 6, 2022",125,197,730,802
"ene 7, 2022",235,348,649,786
"ene 9, 2022",0,0,0,184
"ene 10, 2022",150,394,671,561
"ene 11, 2022",209,329,663,912
"ene 12, 2022",332,509,700,854
"ene 13, 2022",329,518,312,973
"ene 14, 2022",205,537,574,667
"ene 15, 2022",64,0,200,517
"ene 16, 2022",0,0,0,129
"ene 17, 2022",207,168,322,479
"ene 18, 2022",188,474,751,811
"ene 19, 2022",208,386,682,804
"ene 20, 2022",232,482,525,668
"ene 21, 2022",244,497,461,727
"ene 23, 2022",0,0,0,93
"ene 24, 2022",165,225,458,364
"ene 25, 2022",234,485,786,839
"ene 26, 2022",230,557,831,898
"ene 27, 2022",262,611,668,1134
"ene 28, 2022",248,603,638,1346
"ene 29, 2022",62,224,239,832
"ene 31, 2022",190,356,535,721
"feb 2, 2022",257,580,504,1423
"feb 3, 2022",193,604,512,1478
"feb 4, 2022",257,457,457,1192
"feb 5, 2022",41,138,145,572
"feb 6, 2022",0,0,0,93
"feb 7, 2022",183,158,306,431
"feb 8, 2022",261,246,472,1175
"feb 9, 2022",248,246,472,1094
"feb 10, 2022",293,396,606,1087
"feb 12, 2022",136,100,206,569
"feb 14, 2022",153,146,436,362
"feb 15, 2022",204,370,493,905
"feb 16, 2022",190,484,676,944
"feb 17, 2022",256,511,566,970
"feb 18, 2022",256,472,579,861
"feb 19, 2022",135,195,213,346
"feb 21, 2022",259,378,565,482
"feb 22, 2022",253,383,678,745
"feb 23, 2022",304,466,642,888
"feb 24, 2022",239,252,667,1105
"feb 25, 2022",218,192,450,675
"feb 26, 2022",158,146,192,736
"mar 2, 2022",155,163,377,370
"mar 3, 2022",187,234,500,788
"mar 4, 2022",199,262,607,1094
"mar 5, 2022",54,185,295,611
"mar 6, 2022",0,0,0,30
"mar 7, 2022",143,110,444,460
"mar 8, 2022",122,34,362,960
"mar 9, 2022",139,52,481,1105
"mar 10, 2022",170,123,442,851
"mar 11, 2022",104,112,418,929
"mar 12, 2022",6,15,285,644
"mar 13, 2022",0,0,0,181
"mar 14, 2022",128,75,290,600
"mar 15, 2022",136,84,347,968
"mar 16, 2022",129,94,354,938
"mar 17, 2022",144,160,507,1152
"mar 18, 2022",108,171,499,853
"mar 19, 2022",2,47,142,680
"mar 21, 2022",125,151,300,601
"mar 22, 2022",167,193,273,969
"mar 23, 2022",137,159,353,1026
"mar 24, 2022",0,0,133,378
"mar 25, 2022",128,93,208,177
"mar 26, 2022",6,0,90,296
"mar 27, 2022",0,0,0,248
"mar 28, 2022",89,82,167,652
"mar 29, 2022",77,89,190,739
"mar 30, 2022",73,166,368,700
"mar 31, 2022",112,149,435,797
"abr 1, 2022",130,130,288,585
"abr 2, 2022",0,0,286,676
"abr 4, 2022",99,87,304,591
"abr 5, 2022",101,120,381,541
"abr 6, 2022",82,93,353,640
"abr 7, 2022",45,156,397,342
"abr 8, 2022",68,171,534,595
"abr 9, 2022",28,108,205,647
"abr 10, 2022",0,0,0,432
"abr 11, 2022",47,15,29,175
"abr 12, 2022",42,0,87,3
"abr 13, 2022",36,0,22,1
"abr 14, 2022",7,0,14,0
"abr 16, 2022",1,6,37,97
"abr 17, 2022",0,0,2,118
"abr 18, 2022",40,115,159,237
"abr 19, 2022",55,216,459,432
"abr 20, 2022",81,292,572,420
"abr 21, 2022",73,199,398,532
"abr 22, 2022",111,478,639,500
"abr 23, 2022",9,69,296,570
"abr 25, 2022",78,320,325,469
"abr 26, 2022",103,298,312,606
"abr 27, 2022",91,761,203,777
"abr 28, 2022",88,196,208,732
"abr 29, 2022",65,259,310,567
"abr 30, 2022",20,35,143,495
"may 1, 2022",0,0,0,64
"may 2, 2022",73,177,391,275
"may 3, 2022",60,212,512,576
"may 4, 2022",58,229,638,604
"may 5, 2022",73,228,669,576
"may 6, 2022",55,238,780,573
"may 7, 2022",3,1,390,393
"may 8, 2022",0,0,0,74
"may 9, 2022",71,69,528,272
"may 10, 2022",68,106,560,564
"may 11, 2022",28,108,560,604
"may 12, 2022",88,113,596,477
"may 13, 2022",82,129,417,575
"may 14, 2022",4,85,206,225
"may 15, 2022",0,0,89,54
"may 16, 2022",73,76,502,164
"may 17, 2022",77,109,422,409
"may 18, 2022",0,0,87,274
"may 19, 2022",93,129,420,238
"may 20, 2022",86,115,501,361
"may 21, 2022",3,69,79,404
"may 22, 2022",0,0,17,138
"may 24, 2022",70,139,211,330
"may 25, 2022",0,0,123,269
"may 26, 2022",70,71,213,194
"may 27, 2022",65,170,308,279
"may 28, 2022",7,36,112,215
"may 29, 2022",0,0,9,84
"may 30, 2022",48,138,472,194
"may 31, 2022",59,98,215,415
"jun 1, 2022",87,72,558,359
"jun 2, 2022",104,46,598,330
"jun 3, 2022",101,130,476,394
"jun 4, 2022",10,129,206,300
"jun 5, 2022",0,0,107,30
"jun 6, 2022",94,102,389,250
"jun 7, 2022",96,137,594,311
"jun 8, 2022",57,171,470,380
"jun 9, 2022",100,191,143,434
"jun 10, 2022",91,181,134,379
"jun 11, 2022",5,53,101,164
"jun 14, 2022",73,106,146,299
"jun 15, 2022",122,131,290,374
"jun 16, 2022",117,171,317,255
"jun 17, 2022",64,0,292,171
"jun 18, 2022",0,3,154,39
"jun 19, 2022",0,0,0,16
"jun 20, 2022",0,0,0,8
"jun 21, 2022",64,20,123,92
"jun 22, 2022",111,47,30,263
"jun 23, 2022",106,61,89,77
"jun 24, 2022",130,81,174,61
"jun 25, 2022",0,28,59,118
"jun 26, 2022",0,0,0,16
"jun 27, 2022",114,9,82,130
"jun 28, 2022",111,0,0,89
"jun 29, 2022",109,0,0,64
"jun 30, 2022",91,0,0,81
"jul 1, 2022",108,7,45,176
"jul 2, 2022",9,4,42,101
"jul 4, 2022",0,13,216,80
"jul 5, 2022",116,17,300,508
"jul 6, 2022",104,19,264,334
"jul 7, 2022",91,3,218,165
"jul 8, 2022",104,12,304,306
"jul 9, 2022",0,0,168,236
"jul 10, 2022",0,0,28,19
"jul 11, 2022",74,116,110,153
"jul 12, 2022",77,157,200,181
"jul 13, 2022",76,0,150,195
"jul 14, 2022",80,0,176,247
"jul 15, 2022",73,61,234,258
"jul 16, 2022",6,0,87,138
"jul 17, 2022",,,,10
"jul 18, 2022",89,15,150,91
"jul 19, 2022",92,26,191,174
"jul 20, 2022",72,145,255,263
"jul 21, 2022",111,29,215,162
"jul 22, 2022",116,44,217,205
"jul 23, 2022",7,2,96,95
"jul 24, 2022",0,0,5,26
"jul 25, 2022",65,39,53,46
"jul 26, 2022",87,40,77,61
"jul 27, 2022",73,27,53,124
"jul 28, 2022",61,10,83,120
"jul 29, 2022",45,13,144,92
"jul 30, 2022",0,0,98,31
"jul 31, 2022",0,0,0,1
"ago 1, 2022",74,0,40,70
"ago 2, 2022",60,7,146,100
"ago 3, 2022",86,0,217,89
"ago 4, 2022",87,5,209,99
"ago 5, 2022",93,34,179,136
"ago 6, 2022",1,0,75,55
"ago 8, 2022",97,96,125,58
"ago 9, 2022",87,100,154,122
"ago 10, 2022",81,117,167,59
"ago 11, 2022",92,94,158,145
"ago 12, 2022",82,84,211,114
"ago 13, 2022",0,2,137,278
"ago 15, 2022",0,0,0,10
"ago 16, 2022",74,36,96,49
"ago 17, 2022",83,22,123,119
"ago 18, 2022",80,36,79,132
"ago 19, 2022",97,19,101,98
"ago 20, 2022",3,0,0,55
"ago 22, 2022",80,0,47,31
"ago 23, 2022",110,58,37,46
"ago 24, 2022",106,83,23,66
"ago 25, 2022",100,73,43,44
"ago 26, 2022",102,68,84,69
"ago 27, 2022",0,7,0,18
"ago 28, 2022",0,0,0,0
"ago 29, 2022",81,38,62,27
"ago 30, 2022",81,32,75,49
"ago 31, 2022",116,15,141,45
"sep 1, 2022",79,0,178,79
"sep 2, 2022",88,0,126,39
"sep 3, 2022",0,0,1,31
"sep 4, 2022",0,0,0,0
"sep 5, 2022",94,0,68,88
"sep 6, 2022",122,79,96,55
"sep 7, 2022",74,2,84,65
"sep 8, 2022",75,81,98,72
"sep 9, 2022",75,4,67,78
"sep 10, 2022",0,0,0,38
"sep 12, 2022",73,0,10,37
"sep 13, 2022",71,0,24,86
"sep 14, 2022",48,7,29,74
"sep 15, 2022",31,0,12,61
"sep 16, 2022",35,0,16,31
"sep 17, 2022",1,0,0,17
"sep 18, 2022",0,0,0,0
"sep 19, 2022",76,0,29,9
"sep 20, 2022",57,0,12,25
"sep 21, 2022",87,0,34,25
"sep 22, 2022",68,0,46,26
"sep 23, 2022",52,0,50,34
"sep 24, 2022",0,0,1,10
"sep 25, 2022",0,0,0,1
"sep 26, 2022",60,1,24,10
"sep 27, 2022",54,19,27,42
"sep 28, 2022",53,18,6,51
"sep 29, 2022",42,14,0,52
"sep 30, 2022",53,0,0,38
"oct 1, 2022",1,0,0,12
"oct 3, 2022",43,23,43,51
"oct 4, 2022",44,35,34,61
"oct 5, 2022",69,0,51,34
"oct 6, 2022",57,6,0,28
"oct 7, 2022",0,21,0,10
"oct 8, 2022",6,0,0,19
"oct 9, 2022",0,0,0,0
"oct 10, 2022",0,0,0,3
"oct 11, 2022",28,31,32,4
"oct 12, 2022",39,26,75,35
"oct 13, 2022",53,42,100,40
"oct 14, 2022",90,126,85,22
"oct 15, 2022",8,0,17,43
"oct 17, 2022",74,40,57,18
"oct 18, 2022",37,62,30,71
"oct 19, 2022",65,42,41,50
"oct 20, 2022",46,35,42,78
"oct 21, 2022",32,23,36,62
"oct 22, 2022",0,0,0,34
"oct 23, 2022",0,0,0,0
"oct 24, 2022",96,0,65,56
"oct 25, 2022",72,2,120,122
"oct 26, 2022",130,9,19,106
"oct 27, 2022",87,2,11,96
"oct 28, 2022",110,2,46,68
"oct 29, 2022",1,0,33,11
"oct 31, 2022",87,11,7,119
"nov 1, 2022",103,3,21,55
"nov 2, 2022",94,10,37,114
"nov 3, 2022",91,7,58,83
"nov 4, 2022",69,2,54,96
"nov 5, 2022",30,0,38,73
"nov 7, 2022",78,0,24,91
"nov 8, 2022",97,11,26,147
"nov 9, 2022",89,9,7,201
"nov 10, 2022",108,0,2,251
"nov 11, 2022",102,0,5,176
"nov 12, 2022",36,0,0,146
"nov 14, 2022",102,1,0,133
"nov 15, 2022",80,0,0,174
"nov 16, 2022",90,0,0,217
"nov 17, 2022",129,3,0,526
